Word IPA ARPAbet Pronunciation
thyéo /θjiːɒ/ TH|Y|IY|AA thyeeo
thyéu /θjiːʌ/ TH|Y|IY|AH thyeeuh
thyéá /θjiːeɪ/ TH|Y|IY|EY thyeeay
thyéí /θjiːaɪ/ TH|Y|IY|AY thyeeiy
thyéó /θjiːoʊ/ TH|Y|IY|OW thyeeoh
thyéú /θjiːuː/ TH|Y|IY|UW thyeeoo
thyéä /θjiːɔː/ TH|Y|IY|AO thyeeaw
thyéë /θjiːɜː/ TH|Y|IY|ER thyeeer
thyéö /θjiːɔɪ/ TH|Y|IY|OY thyeeoi
thyéü /θjiːaʊ/ TH|Y|IY|AW thyeeow
thyéâ /θjiːɑː/ TH|Y|IY|AA thyeeah
thyéû /θjiːʊ/ TH|Y|IY|UH thyeeuu
thyía /θjaɪæ/ TH|Y|AY|AE thyiyaa
thyíe /θjaɪɛ/ TH|Y|AY|EH thyiyeh
thyíi /θjaɪɪ/ TH|Y|AY|IH thyiyih
thyío /θjaɪɒ/ TH|Y|AY|AA thyiyo
thyíu /θjaɪʌ/ TH|Y|AY|AH thyiyuh
thyíá /θjaɪeɪ/ TH|Y|AY|EY thyiyay
thyíé /θjaɪiː/ TH|Y|AY|IY thyiyee
thyíó /θjaɪoʊ/ TH|Y|AY|OW thyiyoh
thyíú /θjaɪuː/ TH|Y|AY|UW thyiyoo
thyíä /θjaɪɔː/ TH|Y|AY|AO thyiyaw
thyíë /θjaɪɜː/ TH|Y|AY|ER thyiyer
thyíü /θjaɪaʊ/ TH|Y|AY|AW thyiyow
thyíâ /θjaɪɑː/ TH|Y|AY|AA thyiyah
thyíû /θjaɪʊ/ TH|Y|AY|UH thyiyuu
thyóa /θjoʊæ/ TH|Y|OW|AE thyohaa
thyóe /θjoʊɛ/ TH|Y|OW|EH thyoheh
thyói /θjoʊɪ/ TH|Y|OW|IH thyohih
thyóo /θjoʊɒ/ TH|Y|OW|AA thyoho
thyóu /θjoʊʌ/ TH|Y|OW|AH thyohuh
thyóá /θjoʊeɪ/ TH|Y|OW|EY thyohay
thyóé /θjoʊiː/ TH|Y|OW|IY thyohee
thyóí /θjoʊaɪ/ TH|Y|OW|AY thyohiy
thyóó /θjoʊoʊ/ TH|Y|OW|OW thyohoh
thyóú /θjoʊuː/ TH|Y|OW|UW thyohoo
thyóä /θjoʊɔː/ TH|Y|OW|AO thyohaw
thyóë /θjoʊɜː/ TH|Y|OW|ER thyoher
thyóö /θjoʊɔɪ/ TH|Y|OW|OY thyohoi
thyóü /θjoʊaʊ/ TH|Y|OW|AW thyohow
thyóâ /θjoʊɑː/ TH|Y|OW|AA thyohah
thyóû /θjoʊʊ/ TH|Y|OW|UH thyohuu
thyúa /θjuːæ/ TH|Y|UW|AE thyooaa
thyúe /θjuːɛ/ TH|Y|UW|EH thyooeh
thyúi /θjuːɪ/ TH|Y|UW|IH thyooih
thyúu /θjuːʌ/ TH|Y|UW|AH thyoouh
thyúá /θjuːeɪ/ TH|Y|UW|EY thyooay
thyúé /θjuːiː/ TH|Y|UW|IY thyooee
thyúí /θjuːaɪ/ TH|Y|AW|AY thyooiy
thyúó /θjuːoʊ/ TH|Y|UW|OW thyoooh
thyúä /θjuːɔː/ TH|Y|UW|AO thyooaw
thyúë /θjuːɜː/ TH|Y|UW|ER thyooer
thyúö /θjuːɔɪ/ TH|Y|UW|OY thyoooi
thyúü /θjuːaʊ/ TH|Y|UW|AW thyooow
thyúâ /θjuːɑː/ TH|Y|UW|AA thyooah
thyúû /θjuːʊ/ TH|Y|UW|UH thyoouu
thyäa /θjɔːæ/ TH|Y|AO|AE thyawaa
thyäe /θjɔːɛ/ TH|Y|AO|EH thyaweh
thyäi /θjɔːɪ/ TH|Y|AO|IH thyawih
thyäo /θjɔːɒ/ TH|Y|AO|AA thyawo
thyäu /θjɔːʌ/ TH|Y|AO|AH thyawuh
thyäá /θjɔːeɪ/ TH|Y|AO|EY thyaway
thyäé /θjɔːiː/ TH|Y|AO|IY thyawee
thyäí /θjɔːaɪ/ TH|Y|AO|AY thyawiy
thyäó /θjɔːoʊ/ TH|Y|AO|OW thyawoh
thyäú /θjɔːuː/ TH|Y|AO|UW thyawoo
thyäë /θjɔːɜː/ TH|Y|AO|ER thyawer
thyäö /θjɔːɔɪ/ TH|Y|AO|OY thyawoi
thyäâ /θjɔːɑː/ TH|Y|AO|AA thyawah
thyäû /θjɔːʊ/ TH|Y|AO|UH thyawuu
thyëa /θjɜːæ/ TH|Y|ER|AE thyeraa
thyëe /θjɜːɛ/ TH|Y|ER|EH thyereh
thyëi /θjɜːɪ/ TH|Y|ER|IH thyerih
thyëo /θjɜːɒ/ TH|Y|ER|AA thyero
thyëu /θjɜːʌ/ TH|Y|ER|AH thyeruh
thyëá /θjɜːeɪ/ TH|Y|ER|EY thyeray
thyëé /θjɜːiː/ TH|Y|ER|IY thyeree
thyëó /θjɜːoʊ/ TH|Y|ER|OW thyeroh
thyëâ /θjɜːɑː/ TH|Y|ER|AA thyerah
thyëä /θjɜːɔː/ TH|Y|ER|AO thyeraw
thyëë /θjɜːɜː/ TH|Y|ER|ER thyerer
thyëö /θjɜːɔɪ/ TH|Y|ER|OY thyeroi
thyëü /θjɜːaʊ/ TH|Y|ER|AW thyerow
thyöa /θjɔɪæ/ TH|Y|OY|AE thyoiaa
thyöë /θjɔɪɜː/ TH|Y|OY|ER thyoier
thyüi /θjaʊɪ/ TH|Y|AW|IH thyowih
thyüá /θjaʊeɪ/ TH|Y|AW|EY thyoway
thyüé /θjaʊiː/ TH|Y|AW|IY thyowee
thyüë /θjaʊɜː/ TH|Y|AW|ER thyower
thyüâ /θjaʊɑː/ TH|Y|AW|AA thyowah
thyâé /θjɑːiː/ TH|Y|AA|IY thyahee
thyâí /θjɑːaɪ/ TH|Y|AA|AY thyahiy
thyâö /θjɑːɔɪ/ TH|Y|AA|OY thyahoi
thyâû /θjɑːʊ/ TH|Y|AA|UH thyahuu
thyûa /θjʊæ/ TH|Y|UH|AE thyuuaa
thyûi /θjʊɪ/ TH|Y|UH|IH thyuuih
thyûo /θjʊɒ/ TH|Y|UH|AA thyuuo
thwa /θwæ/ TH|W|AE thwaa
thwe /θwɛ/ TH|W|EH thweh
thwi /θwɪ/ TH|W|IH thwih
thwo /θwɒ/ TH|W|AA thwo
thwu /θwʌ/ TH|W|AH thwuh
thwá /θweɪ/ TH|W|EY thway
thwé /θwiː/ TH|W|IY thwee
thwí /θwaɪ/ TH|W|AY thwiy
thwó /θwoʊ/ TH|W|OW thwoh
thwú /θwuː/ TH|W|UW thwoo
thwä /θwɔː/ TH|W|AO thwaw
thwë /θwɜː/ TH|W|ER thwer
thwï /θwj/ TH|W|Y thwy
thwö /θwɔɪ/ TH|W|OY thwoi
thwü /θwaʊ/ TH|W|AW thwow
thwâ /θwɑː/ TH|W|AA thwah
thwû /θwʊ/ TH|W|UH thwuu
thweé /θwɛiː/ TH|W|EH|IY thwehee
thweâ /θwɛɑː/ TH|W|EH|AA thwehah
thweû /θwɛʊ/ TH|W|EH|UH thwehuu
thwou /θwɒʌ/ TH|W|AA|AH thwouh
thwoë /θwɒɜː/ TH|W|AA|ER thwoer
thwue /θwʌɛ/ TH|W|AH|EH thwuheh
thwui /θwʌɪ/ TH|W|AH|IH thwuhih
thwuo /θwʌɒ/ TH|W|AH|AA thwuho
thwuu /θwʌʌ/ TH|W|AH|AH thwuhuh
thwuá /θwʌeɪ/ TH|W|AH|EY thwuhay
thwué /θwʌiː/ TH|W|AH|IY thwuhee
thwuí /θwʌaɪ/ TH|W|AH|AY thwuhiy
thwuó /θwʌoʊ/ TH|W|AH|OW thwuhoh
thwuú /θwʌuː/ TH|W|AH|UW thwuhoo
thwuä /θwʌɔː/ TH|W|AH|AO thwuhaw
thwuö /θwʌɔɪ/ TH|W|AH|OY thwuhoi
thwuâ /θwʌɑː/ TH|W|AH|AA thwuhah
thwuû /θwʌʊ/ TH|W|AH|UH thwuhuu
thwáa /θweɪæ/ TH|W|EY|AE thwayaa
thwáe /θweɪɛ/ TH|W|EY|EH thwayeh
thwái /θweɪɪ/ TH|W|EY|IH thwayih
thwáo /θweɪɒ/ TH|W|EY|AA thwayo
thwáu /θweɪʌ/ TH|W|EY|AH thwayuh
thwáá /θweɪeɪ/ TH|W|EY|EY thwayay
thwáé /θweɪiː/ TH|W|EY|IY thwayee
thwáí /θweɪaɪ/ TH|W|EY|AY thwayiy
thwáó /θweɪoʊ/ TH|W|EY|OW thwayoh
thwáú /θweɪuː/ TH|W|EY|UW thwayoo
thwáä /θweɪɔː/ TH|W|EY|AO thwayaw
thwáë /θweɪɜː/ TH|W|EY|ER thwayer
thwáö /θweɪɔɪ/ TH|W|EY|OY thwayoi
thwáü /θweɪaʊ/ TH|W|EY|AW thwayow
thwáâ /θweɪɑː/ TH|W|EY|AA thwayah
thwáû /θweɪʊ/ TH|W|EY|UH thwayuu
thwéa /θwiːæ/ TH|W|IY|AE thweeaa
thwée /θwiːɛ/ TH|W|IY|EH thweeeh
thwéi /θwiːɪ/ TH|W|IY|IH thweeih
thwéo /θwiːɒ/ TH|W|IY|AA thweeo
thwéu /θwiːʌ/ TH|W|IY|AH thweeuh
thwéá /θwiːeɪ/ TH|W|IY|EY thweeay
thwéí /θwiːaɪ/ TH|W|IY|AY thweeiy
thwéó /θwiːoʊ/ TH|W|IY|OW thweeoh
thwéú /θwiːuː/ TH|W|IY|UW thweeoo
thwéä /θwiːɔː/ TH|W|IY|AO thweeaw
thwéë /θwiːɜː/ TH|W|IY|ER thweeer
thwéö /θwiːɔɪ/ TH|W|IY|OY thweeoi
thwéü /θwiːaʊ/ TH|W|IY|AW thweeow
thwéâ /θwiːɑː/ TH|W|IY|AA thweeah
thwéû /θwiːʊ/ TH|W|IY|UH thweeuu
thwía /θwaɪæ/ TH|W|AY|AE thwiyaa
thwíe /θwaɪɛ/ TH|W|AY|EH thwiyeh
thwíi /θwaɪɪ/ TH|W|AY|IH thwiyih
thwío /θwaɪɒ/ TH|W|AY|AA thwiyo
thwíu /θwaɪʌ/ TH|W|AY|AH thwiyuh
thwíá /θwaɪeɪ/ TH|W|AY|EY thwiyay
thwíé /θwaɪiː/ TH|W|AY|IY thwiyee
thwíó /θwaɪoʊ/ TH|W|AY|OW thwiyoh
thwíú /θwaɪuː/ TH|W|AY|UW thwiyoo
thwíä /θwaɪɔː/ TH|W|AY|AO thwiyaw
thwíë /θwaɪɜː/ TH|W|AY|ER thwiyer
thwíü /θwaɪaʊ/ TH|W|AY|AW thwiyow
thwíâ /θwaɪɑː/ TH|W|AY|AA thwiyah
thwíû /θwaɪʊ/ TH|W|AY|UH thwiyuu
thwóa /θwoʊæ/ TH|W|OW|AE thwohaa
thwóe /θwoʊɛ/ TH|W|OW|EH thwoheh
thwói /θwoʊɪ/ TH|W|OW|IH thwohih
thwóo /θwoʊɒ/ TH|W|OW|AA thwoho
thwóu /θwoʊʌ/ TH|W|OW|AH thwohuh
thwóá /θwoʊeɪ/ TH|W|OW|EY thwohay
thwóé /θwoʊiː/ TH|W|OW|IY thwohee
thwóí /θwoʊaɪ/ TH|W|OW|AY thwohiy
thwóó /θwoʊoʊ/ TH|W|OW|OW thwohoh
thwóú /θwoʊuː/ TH|W|OW|UW thwohoo
thwóä /θwoʊɔː/ TH|W|OW|AO thwohaw
thwóë /θwoʊɜː/ TH|W|OW|ER thwoher
thwóö /θwoʊɔɪ/ TH|W|OW|OY thwohoi
thwóü /θwoʊaʊ/ TH|W|OW|AW thwohow
thwóâ /θwoʊɑː/ TH|W|OW|AA thwohah
thwóû /θwoʊʊ/ TH|W|OW|UH thwohuu
thwúa /θwuːæ/ TH|W|UW|AE thwooaa
thwúe /θwuːɛ/ TH|W|UW|EH thwooeh
thwúi /θwuːɪ/ TH|W|UW|IH thwooih
thwúu /θwuːʌ/ TH|W|UW|AH thwoouh
thwúá /θwuːeɪ/ TH|W|UW|EY thwooay
thwúé /θwuːiː/ TH|W|UW|IY thwooee
thwúí /θwuːaɪ/ TH|W|AW|AY thwooiy
thwúó /θwuːoʊ/ TH|W|UW|OW thwoooh
thwúä /θwuːɔː/ TH|W|UW|AO thwooaw
thwúë /θwuːɜː/ TH|W|UW|ER thwooer
thwúö /θwuːɔɪ/ TH|W|UW|OY thwoooi
thwúü /θwuːaʊ/ TH|W|UW|AW thwooow
thwúâ /θwuːɑː/ TH|W|UW|AA thwooah
thwúû /θwuːʊ/ TH|W|UW|UH thwoouu
thwäa /θwɔːæ/ TH|W|AO|AE thwawaa
thwäe /θwɔːɛ/ TH|W|AO|EH thwaweh
thwäi /θwɔːɪ/ TH|W|AO|IH thwawih
thwäo /θwɔːɒ/ TH|W|AO|AA thwawo
thwäu /θwɔːʌ/ TH|W|AO|AH thwawuh
thwäá /θwɔːeɪ/ TH|W|AO|EY thwaway
thwäé /θwɔːiː/ TH|W|AO|IY thwawee
thwäí /θwɔːaɪ/ TH|W|AO|AY thwawiy
thwäó /θwɔːoʊ/ TH|W|AO|OW thwawoh
thwäú /θwɔːuː/ TH|W|AO|UW thwawoo
thwäë /θwɔːɜː/ TH|W|AO|ER thwawer
thwäö /θwɔːɔɪ/ TH|W|AO|OY thwawoi
thwäâ /θwɔːɑː/ TH|W|AO|AA thwawah
thwäû /θwɔːʊ/ TH|W|AO|UH thwawuu
thwëa /θwɜːæ/ TH|W|ER|AE thweraa
thwëe /θwɜːɛ/ TH|W|ER|EH thwereh
thwëi /θwɜːɪ/ TH|W|ER|IH thwerih
thwëo /θwɜːɒ/ TH|W|ER|AA thwero
thwëu /θwɜːʌ/ TH|W|ER|AH thweruh
thwëá /θwɜːeɪ/ TH|W|ER|EY thweray
thwëé /θwɜːiː/ TH|W|ER|IY thweree
thwëó /θwɜːoʊ/ TH|W|ER|OW thweroh
thwëâ /θwɜːɑː/ TH|W|ER|AA thwerah
thwëä /θwɜːɔː/ TH|W|ER|AO thweraw
thwëë /θwɜːɜː/ TH|W|ER|ER thwerer
thwëö /θwɜːɔɪ/ TH|W|ER|OY thweroi
thwëü /θwɜːaʊ/ TH|W|ER|AW thwerow
thwöa /θwɔɪæ/ TH|W|OY|AE thwoiaa
thwöë /θwɔɪɜː/ TH|W|OY|ER thwoier
thwüi /θwaʊɪ/ TH|W|AW|IH thwowih
thwüá /θwaʊeɪ/ TH|W|AW|EY thwoway
thwüé /θwaʊiː/ TH|W|AW|IY thwowee
thwüë /θwaʊɜː/ TH|W|AW|ER thwower
thwüâ /θwaʊɑː/ TH|W|AW|AA thwowah
thwâé /θwɑːiː/ TH|W|AA|IY thwahee
thwâí /θwɑːaɪ/ TH|W|AA|AY thwahiy
thwâö /θwɑːɔɪ/ TH|W|AA|OY thwahoi
thwâû /θwɑːʊ/ TH|W|AA|UH thwahuu
thwûa /θwʊæ/ TH|W|UH|AE thwuuaa
thwûi /θwʊɪ/ TH|W|UH|IH thwuuih
thwûo /θwʊɒ/ TH|W|UH|AA thwuuo
thra /θɹæ/ TH|R|AE thraa
thre /θɹɛ/ TH|R|EH threh
thri /θɹɪ/ TH|R|IH thrih
thro /θɹɒ/ TH|R|AA thro
thru /θɹʌ/ TH|R|AH thruh
thrá /θɹeɪ/ TH|R|EY thray
thré /θɹiː/ TH|R|IY three
thrí /θɹaɪ/ TH|R|AY thriy
thró /θɹoʊ/ TH|R|OW throh
thrú /θɹuː/ TH|R|UW throo
thrä /θɹɔː/ TH|R|AO thraw
thrë /θɹɜː/ TH|R|ER threr
thrï /θɹj/ TH|R|Y thry
thrö /θɹɔɪ/ TH|R|OY throi
thrü /θɹaʊ/ TH|R|AW throw
thrâ /θɹɑː/ TH|R|AA thrah
thrû /θɹʊ/ TH|R|UH thruu
threé /θɹɛiː/ TH|R|EH|IY threhee
threâ /θɹɛɑː/ TH|R|EH|AA threhah
threû /θɹɛʊ/ TH|R|EH|UH threhuu
throu /θɹɒʌ/ TH|R|AA|AH throuh
throë /θɹɒɜː/ TH|R|AA|ER throer
thrue /θɹʌɛ/ TH|R|AH|EH thruheh
thrui /θɹʌɪ/ TH|R|AH|IH thruhih
thruo /θɹʌɒ/ TH|R|AH|AA thruho
thruu /θɹʌʌ/ TH|R|AH|AH thruhuh
thruá /θɹʌeɪ/ TH|R|AH|EY thruhay
thrué /θɹʌiː/ TH|R|AH|IY thruhee
thruí /θɹʌaɪ/ TH|R|AH|AY thruhiy
thruó /θɹʌoʊ/ TH|R|AH|OW thruhoh
thruú /θɹʌuː/ TH|R|AH|UW thruhoo
thruä /θɹʌɔː/ TH|R|AH|AO thruhaw
thruö /θɹʌɔɪ/ TH|R|AH|OY thruhoi
thruâ /θɹʌɑː/ TH|R|AH|AA thruhah
thruû /θɹʌʊ/ TH|R|AH|UH thruhuu
thráa /θɹeɪæ/ TH|R|EY|AE thrayaa
thráe /θɹeɪɛ/ TH|R|EY|EH thrayeh
thrái /θɹeɪɪ/ TH|R|EY|IH thrayih
thráo /θɹeɪɒ/ TH|R|EY|AA thrayo
thráu /θɹeɪʌ/ TH|R|EY|AH thrayuh
thráá /θɹeɪeɪ/ TH|R|EY|EY thrayay
thráé /θɹeɪiː/ TH|R|EY|IY thrayee
thráí /θɹeɪaɪ/ TH|R|EY|AY thrayiy
thráó /θɹeɪoʊ/ TH|R|EY|OW thrayoh
thráú /θɹeɪuː/ TH|R|EY|UW thrayoo
thráä /θɹeɪɔː/ TH|R|EY|AO thrayaw
thráë /θɹeɪɜː/ TH|R|EY|ER thrayer
thráö /θɹeɪɔɪ/ TH|R|EY|OY thrayoi
thráü /θɹeɪaʊ/ TH|R|EY|AW thrayow
thráâ /θɹeɪɑː/ TH|R|EY|AA thrayah
thráû /θɹeɪʊ/ TH|R|EY|UH thrayuu
thréa /θɹiːæ/ TH|R|IY|AE threeaa
thrée /θɹiːɛ/ TH|R|IY|EH threeeh
thréi /θɹiːɪ/ TH|R|IY|IH threeih
thréo /θɹiːɒ/ TH|R|IY|AA threeo
thréu /θɹiːʌ/ TH|R|IY|AH threeuh
thréá /θɹiːeɪ/ TH|R|IY|EY threeay
thréí /θɹiːaɪ/ TH|R|IY|AY threeiy
thréó /θɹiːoʊ/ TH|R|IY|OW threeoh
thréú /θɹiːuː/ TH|R|IY|UW threeoo
thréä /θɹiːɔː/ TH|R|IY|AO threeaw
thréë /θɹiːɜː/ TH|R|IY|ER threeer
thréö /θɹiːɔɪ/ TH|R|IY|OY threeoi
thréü /θɹiːaʊ/ TH|R|IY|AW threeow
thréâ /θɹiːɑː/ TH|R|IY|AA threeah
thréû /θɹiːʊ/ TH|R|IY|UH threeuu
thría /θɹaɪæ/ TH|R|AY|AE thriyaa
thríe /θɹaɪɛ/ TH|R|AY|EH thriyeh
thríi /θɹaɪɪ/ TH|R|AY|IH thriyih
thrío /θɹaɪɒ/ TH|R|AY|AA thriyo
thríu /θɹaɪʌ/ TH|R|AY|AH thriyuh
thríá /θɹaɪeɪ/ TH|R|AY|EY thriyay
thríé /θɹaɪiː/ TH|R|AY|IY thriyee
thríó /θɹaɪoʊ/ TH|R|AY|OW thriyoh
thríú /θɹaɪuː/ TH|R|AY|UW thriyoo
thríä /θɹaɪɔː/ TH|R|AY|AO thriyaw
thríë /θɹaɪɜː/ TH|R|AY|ER thriyer
thríü /θɹaɪaʊ/ TH|R|AY|AW thriyow
thríâ /θɹaɪɑː/ TH|R|AY|AA thriyah
thríû /θɹaɪʊ/ TH|R|AY|UH thriyuu
thróa /θɹoʊæ/ TH|R|OW|AE throhaa
thróe /θɹoʊɛ/ TH|R|OW|EH throheh
thrói /θɹoʊɪ/ TH|R|OW|IH throhih
thróo /θɹoʊɒ/ TH|R|OW|AA throho
thróu /θɹoʊʌ/ TH|R|OW|AH throhuh
thróá /θɹoʊeɪ/ TH|R|OW|EY throhay
thróé /θɹoʊiː/ TH|R|OW|IY throhee
thróí /θɹoʊaɪ/ TH|R|OW|AY throhiy
thróó /θɹoʊoʊ/ TH|R|OW|OW throhoh
thróú /θɹoʊuː/ TH|R|OW|UW throhoo
thróä /θɹoʊɔː/ TH|R|OW|AO throhaw
thróë /θɹoʊɜː/ TH|R|OW|ER throher
thróö /θɹoʊɔɪ/ TH|R|OW|OY throhoi
thróü /θɹoʊaʊ/ TH|R|OW|AW throhow
thróâ /θɹoʊɑː/ TH|R|OW|AA throhah
thróû /θɹoʊʊ/ TH|R|OW|UH throhuu
thrúa /θɹuːæ/ TH|R|UW|AE throoaa
thrúe /θɹuːɛ/ TH|R|UW|EH throoeh
thrúi /θɹuːɪ/ TH|R|UW|IH throoih
thrúu /θɹuːʌ/ TH|R|UW|AH throouh
thrúá /θɹuːeɪ/ TH|R|UW|EY throoay
thrúé /θɹuːiː/ TH|R|UW|IY throoee
thrúí /θɹuːaɪ/ TH|R|AW|AY throoiy
thrúó /θɹuːoʊ/ TH|R|UW|OW throooh
thrúä /θɹuːɔː/ TH|R|UW|AO throoaw
thrúë /θɹuːɜː/ TH|R|UW|ER throoer
thrúö /θɹuːɔɪ/ TH|R|UW|OY throooi
thrúü /θɹuːaʊ/ TH|R|UW|AW throoow
thrúâ /θɹuːɑː/ TH|R|UW|AA throoah
thrúû /θɹuːʊ/ TH|R|UW|UH throouu
thräa /θɹɔːæ/ TH|R|AO|AE thrawaa
thräe /θɹɔːɛ/ TH|R|AO|EH thraweh
thräi /θɹɔːɪ/ TH|R|AO|IH thrawih
thräo /θɹɔːɒ/ TH|R|AO|AA thrawo
thräu /θɹɔːʌ/ TH|R|AO|AH thrawuh
thräá /θɹɔːeɪ/ TH|R|AO|EY thraway
thräé /θɹɔːiː/ TH|R|AO|IY thrawee
thräí /θɹɔːaɪ/ TH|R|AO|AY thrawiy
thräó /θɹɔːoʊ/ TH|R|AO|OW thrawoh
thräú /θɹɔːuː/ TH|R|AO|UW thrawoo
thräë /θɹɔːɜː/ TH|R|AO|ER thrawer
thräö /θɹɔːɔɪ/ TH|R|AO|OY thrawoi
thräâ /θɹɔːɑː/ TH|R|AO|AA thrawah
thräû /θɹɔːʊ/ TH|R|AO|UH thrawuu
thrëa /θɹɜːæ/ TH|R|ER|AE threraa
thrëe /θɹɜːɛ/ TH|R|ER|EH threreh
thrëi /θɹɜːɪ/ TH|R|ER|IH threrih
thrëo /θɹɜːɒ/ TH|R|ER|AA threro
thrëu /θɹɜːʌ/ TH|R|ER|AH threruh
thrëá /θɹɜːeɪ/ TH|R|ER|EY threray
thrëé /θɹɜːiː/ TH|R|ER|IY threree
thrëó /θɹɜːoʊ/ TH|R|ER|OW threroh
thrëâ /θɹɜːɑː/ TH|R|ER|AA threrah
thrëä /θɹɜːɔː/ TH|R|ER|AO threraw
thrëë /θɹɜːɜː/ TH|R|ER|ER threrer
thrëö /θɹɜːɔɪ/ TH|R|ER|OY threroi
thrëü /θɹɜːaʊ/ TH|R|ER|AW threrow
thröa /θɹɔɪæ/ TH|R|OY|AE throiaa
thröë /θɹɔɪɜː/ TH|R|OY|ER throier
thrüi /θɹaʊɪ/ TH|R|AW|IH throwih
thrüá /θɹaʊeɪ/ TH|R|AW|EY throway
thrüé /θɹaʊiː/ TH|R|AW|IY throwee
thrüë /θɹaʊɜː/ TH|R|AW|ER thrower
thrüâ /θɹaʊɑː/ TH|R|AW|AA throwah
thrâé /θɹɑːiː/ TH|R|AA|IY thrahee
thrâí /θɹɑːaɪ/ TH|R|AA|AY thrahiy
thrâö /θɹɑːɔɪ/ TH|R|AA|OY thrahoi
thrâû /θɹɑːʊ/ TH|R|AA|UH thrahuu
thrûa /θɹʊæ/ TH|R|UH|AE thruuaa
thrûi /θɹʊɪ/ TH|R|UH|IH thruuih
thrûo /θɹʊɒ/ TH|R|UH|AA thruuo
yya /jjæ/ Y|Y|AE yyaa
yye /jjɛ/ Y|Y|EH yyeh
yyi /jjɪ/ Y|Y|IH yyih
yyo /jjɒ/ Y|Y|AA yyo
yyu /jjʌ/ Y|Y|AH yyuh
yyá /jjeɪ/ Y|Y|EY yyay
yyé /jjiː/ Y|Y|IY yyee
yyí /jjaɪ/ Y|Y|AY yyiy
yyó /jjoʊ/ Y|Y|OW yyoh
yyú /jjuː/ Y|Y|UW yyoo
yyä /jjɔː/ Y|Y|AO yyaw
yyë /jjɜː/ Y|Y|ER yyer
yyï /jjj/ Y|Y|Y yyy
yyö /jjɔɪ/ Y|Y|OY yyoi
yyü /jjaʊ/ Y|Y|AW yyow
yyâ /jjɑː/ Y|Y|AA yyah
yyû /jjʊ/ Y|Y|UH yyuu
yyeé /jjɛiː/ Y|Y|EH|IY yyehee
yyeâ /jjɛɑː/ Y|Y|EH|AA yyehah
yyeû /jjɛʊ/ Y|Y|EH|UH yyehuu
yyou /jjɒʌ/ Y|Y|AA|AH yyouh
yyoë /jjɒɜː/ Y|Y|AA|ER yyoer
yyue /jjʌɛ/ Y|Y|AH|EH yyuheh
yyui /jjʌɪ/ Y|Y|AH|IH yyuhih
yyuo /jjʌɒ/ Y|Y|AH|AA yyuho
yyuu /jjʌʌ/ Y|Y|AH|AH yyuhuh
yyuá /jjʌeɪ/ Y|Y|AH|EY yyuhay
yyué /jjʌiː/ Y|Y|AH|IY yyuhee
yyuí /jjʌaɪ/ Y|Y|AH|AY yyuhiy
yyuó /jjʌoʊ/ Y|Y|AH|OW yyuhoh
yyuú /jjʌuː/ Y|Y|AH|UW yyuhoo
yyuä /jjʌɔː/ Y|Y|AH|AO yyuhaw
yyuö /jjʌɔɪ/ Y|Y|AH|OY yyuhoi
yyuâ /jjʌɑː/ Y|Y|AH|AA yyuhah
yyuû /jjʌʊ/ Y|Y|AH|UH yyuhuu
yyáa /jjeɪæ/ Y|Y|EY|AE yyayaa
yyáe /jjeɪɛ/ Y|Y|EY|EH yyayeh
yyái /jjeɪɪ/ Y|Y|EY|IH yyayih
yyáo /jjeɪɒ/ Y|Y|EY|AA yyayo
yyáu /jjeɪʌ/ Y|Y|EY|AH yyayuh
yyáá /jjeɪeɪ/ Y|Y|EY|EY yyayay
yyáé /jjeɪiː/ Y|Y|EY|IY yyayee
yyáí /jjeɪaɪ/ Y|Y|EY|AY yyayiy
yyáó /jjeɪoʊ/ Y|Y|EY|OW yyayoh
yyáú /jjeɪuː/ Y|Y|EY|UW yyayoo
yyáä /jjeɪɔː/ Y|Y|EY|AO yyayaw
yyáë /jjeɪɜː/ Y|Y|EY|ER yyayer
yyáö /jjeɪɔɪ/ Y|Y|EY|OY yyayoi
yyáü /jjeɪaʊ/ Y|Y|EY|AW yyayow
yyáâ /jjeɪɑː/ Y|Y|EY|AA yyayah
yyáû /jjeɪʊ/ Y|Y|EY|UH yyayuu
yyéa /jjiːæ/ Y|Y|IY|AE yyeeaa
yyée /jjiːɛ/ Y|Y|IY|EH yyeeeh
yyéi /jjiːɪ/ Y|Y|IY|IH yyeeih
yyéo /jjiːɒ/ Y|Y|IY|AA yyeeo
yyéu /jjiːʌ/ Y|Y|IY|AH yyeeuh
yyéá /jjiːeɪ/ Y|Y|IY|EY yyeeay
yyéí /jjiːaɪ/ Y|Y|IY|AY yyeeiy
yyéó /jjiːoʊ/ Y|Y|IY|OW yyeeoh
yyéú /jjiːuː/ Y|Y|IY|UW yyeeoo
yyéä /jjiːɔː/ Y|Y|IY|AO yyeeaw
yyéë /jjiːɜː/ Y|Y|IY|ER yyeeer
yyéö /jjiːɔɪ/ Y|Y|IY|OY yyeeoi
yyéü /jjiːaʊ/ Y|Y|IY|AW yyeeow
yyéâ /jjiːɑː/ Y|Y|IY|AA yyeeah
yyéû /jjiːʊ/ Y|Y|IY|UH yyeeuu
yyía /jjaɪæ/ Y|Y|AY|AE yyiyaa
yyíe /jjaɪɛ/ Y|Y|AY|EH yyiyeh
yyíi /jjaɪɪ/ Y|Y|AY|IH yyiyih
